time,open,high,low,close
2009-02-22T00:00:00Z,5283,5283,5283,5283
2009-02-23T00:00:00Z,5391,5391,5391,5391
2009-02-24T00:00:00Z,5497,5497,5497,5497
2009-02-25T00:00:00Z,5602,5602,5602,5602
2009-02-26T00:00:00Z,5709,5709,5709,5709
2009-02-27T00:00:00Z,5824,5824,5824,5824
2009-02-28T00:00:00Z,5923,5923,5923,5923
2009-03-01T00:00:00Z,6028,6028,6028,6028
2009-03-02T00:00:00Z,6136,6136,6136,6136
2009-03-03T00:00:00Z,6241,6241,6241,6241
2009-03-04T00:00:00Z,6345,6345,6345,6345
2009-03-05T00:00:00Z,6457,6457,6457,6457
2009-03-06T00:00:00Z,6574,6574,6574,6574
2009-03-07T00:00:00Z,6683,6683,6683,6683
2009-03-08T00:00:00Z,6798,6798,6798,6798
2009-03-09T00:00:00Z,6906,6906,6906,6906
2009-03-10T00:00:00Z,7013,7013,7013,7013
2009-03-11T00:00:00Z,7127,7127,7127,7127
2009-03-12T00:00:00Z,7245,7245,7245,7245
2009-03-13T00:00:00Z,7358,7358,7358,7358
2009-03-14T00:00:00Z,7468,7468,7468,7468
2009-03-15T00:00:00Z,7591,7591,7591,7591
2009-03-16T00:00:00Z,7712,7712,7712,7712
2009-03-17T00:00:00Z,7826,7826,7826,7826
2009-03-18T00:00:00Z,7940,7940,7940,7940
2009-03-19T00:00:00Z,8062,8062,8062,8062
2009-03-20T00:00:00Z,8180,8180,8180,8180
2009-03-21T00:00:00Z,8230,8230,8230,8230
2009-03-22T00:00:00Z,8349,8349,8349,8349
2009-03-23T00:00:00Z,8479,8479,8479,8479
2009-03-24T00:00:00Z,8584,8584,8584,8584
2009-03-25T00:00:00Z,8701,8701,8701,8701
2009-03-26T00:00:00Z,8818,8818,8818,8818
2009-03-27T00:00:00Z,8924,8924,8924,8924
2009-03-28T00:00:00Z,9043,9043,9043,9043
2009-03-29T00:00:00Z,9159,9159,9159,9159
2009-03-30T00:00:00Z,9279,9279,9279,9279
2009-03-31T00:00:00Z,9389,9389,9389,9389
2009-04-01T00:00:00Z,9503,9503,9503,9503
2009-04-02T00:00:00Z,9618,9618,9618,9618
2009-04-03T00:00:00Z,9734,9734,9734,9734
2009-04-04T00:00:00Z,9847,9847,9847,9847
2009-04-05T00:00:00Z,9977,9977,9977,9977
2009-04-06T00:00:00Z,10086,10086,10086,10086
2009-04-07T00:00:00Z,10186,10186,10186,10186
2009-04-08T00:00:00Z,10291,10291,10291,10291
2009-04-09T00:00:00Z,10390,10390,10390,10390
2009-04-10T00:00:00Z,10498,10498,10498,10498
2009-04-11T00:00:00Z,10618,10618,10618,10618
2009-04-12T00:00:00Z,10736,10736,10736,10736
2009-04-13T00:00:00Z,10851,10851,10851,10851
2009-04-14T00:00:00Z,10975,10975,10975,10975
2009-04-15T00:00:00Z,11088,11088,11088,11088
2009-04-16T00:00:00Z,11211,11211,11211,11211
2009-04-17T00:00:00Z,11323,11323,11323,11323
2009-04-18T00:00:00Z,11449,11449,11449,11449
2009-04-19T00:00:00Z,11568,11568,11568,11568
2009-04-20T00:00:00Z,11687,11687,11687,11687
2009-04-21T00:00:00Z,11810,11810,11810,11810
2009-04-22T00:00:00Z,11931,11931,11931,11931
2009-04-23T00:00:00Z,12006,12006,12006,12006
2009-04-24T00:00:00Z,12121,12121,12121,12121
2009-04-25T00:00:00Z,12239,12239,12239,12239
2009-04-26T00:00:00Z,12351,12351,12351,12351
2009-04-27T00:00:00Z,12455,12455,12455,12455
2009-04-28T00:00:00Z,12572,12572,12572,12572
2009-04-29T00:00:00Z,12700,12700,12700,12700
2009-04-30T00:00:00Z,12831,12831,12831,12831
2009-05-01T00:00:00Z,12952,12952,12952,12952
2009-05-02T00:00:00Z,13078,13078,13078,13078
2009-05-03T00:00:00Z,13184,13184,13184,13184
2009-05-04T00:00:00Z,13312,13312,13312,13312
2009-05-05T00:00:00Z,13447,13447,13447,13447
2009-05-06T00:00:00Z,13582,13582,13582,13582
2009-05-07T00:00:00Z,13704,13704,13704,13704
2009-05-08T00:00:00Z,13811,13811,13811,13811
2009-05-09T00:00:00Z,13889,13889,13889,13889
2009-05-10T00:00:00Z,13974,13974,13974,13974
2009-05-11T00:00:00Z,14094,14094,14094,14094
2009-05-12T00:00:00Z,14224,14224,14224,14224
2009-05-13T00:00:00Z,14335,14335,14335,14335
2009-05-14T00:00:00Z,14474,14474,14474,14474
2009-05-15T00:00:00Z,14610,14610,14610,14610
2009-05-16T00:00:00Z,14729,14729,14729,14729
2009-05-17T00:00:00Z,14856,14856,14856,14856
2009-05-18T00:00:00Z,14974,14974,14974,14974
2009-05-19T00:00:00Z,15060,15060,15060,15060
2009-05-20T00:00:00Z,15180,15180,15180,15180
2009-05-21T00:00:00Z,15262,15262,15262,15262
2009-05-22T00:00:00Z,15323,15323,15323,15323
2009-05-23T00:00:00Z,15355,15355,15355,15355
2009-05-24T00:00:00Z,15455,15455,15455,15455
2009-05-25T00:00:00Z,15564,15564,15564,15564
2009-05-26T00:00:00Z,15689,15689,15689,15689
2009-05-27T00:00:00Z,15808,15808,15808,15808
2009-05-28T00:00:00Z,15903,15903,15903,15903
2009-05-29T00:00:00Z,16009,16009,16009,16009
2009-05-30T00:00:00Z,16118,16118,16118,16118
2009-05-31T00:00:00Z,16214,16214,16214,16214
2009-06-01T00:00:00Z,16285,16285,16285,16285
2009-06-02T00:00:00Z,16396,16396,16396,16396
2009-06-03T00:00:00Z,16467,16467,16467,16467
2009-06-04T00:00:00Z,16533,16533,16533,16533
2009-06-05T00:00:00Z,16563,16563,16563,16563
2009-06-06T00:00:00Z,16591,16591,16591,16591
2009-06-07T00:00:00Z,16607,16607,16607,16607
2009-06-08T00:00:00Z,16689,16689,16689,16689
2009-06-09T00:00:00Z,16780,16780,16780,16780
2009-06-10T00:00:00Z,16862,16862,16862,16862
2009-06-11T00:00:00Z,16951,16951,16951,16951
2009-06-12T00:00:00Z,17037,17037,17037,17037
2009-06-13T00:00:00Z,17115,17115,17115,17115
2009-06-14T00:00:00Z,17187,17187,17187,17187
2009-06-15T00:00:00Z,17271,17271,17271,17271
2009-06-16T00:00:00Z,17342,17342,17342,17342
2009-06-17T00:00:00Z,17421,17421,17421,17421
2009-06-18T00:00:00Z,17501,17501,17501,17501
2009-06-19T00:00:00Z,17588,17588,17588,17588
2009-06-20T00:00:00Z,17666,17666,17666,17666
2009-06-21T00:00:00Z,17747,17747,17747,17747
2009-06-22T00:00:00Z,17823,17823,17823,17823
2009-06-23T00:00:00Z,17899,17899,17899,17899
2009-06-24T00:00:00Z,17994,17994,17994,17994
2009-06-25T00:00:00Z,18062,18062,18062,18062
2009-06-26T00:00:00Z,18152,18152,18152,18152
2009-06-27T00:00:00Z,18236,18236,18236,18236
2009-06-28T00:00:00Z,18282,18282,18282,18282
2009-06-29T00:00:00Z,18365,18365,18365,18365
2009-06-30T00:00:00Z,18450,18450,18450,18450
2009-07-01T00:00:00Z,18524,18524,18524,18524
2009-07-02T00:00:00Z,18607,18607,18607,18607
2009-07-03T00:00:00Z,18689,18689,18689,18689
2009-07-04T00:00:00Z,18778,18778,18778,18778
2009-07-05T00:00:00Z,18857,18857,18857,18857
2009-07-06T00:00:00Z,18941,18941,18941,18941
2009-07-07T00:00:00Z,19010,19010,19010,19010
2009-07-08T00:00:00Z,19084,19084,19084,19084
2009-07-09T00:00:00Z,19170,19170,19170,19170
2009-07-10T00:00:00Z,19251,19251,19251,19251
2009-07-11T00:00:00Z,19334,19334,19334,19334
2009-07-12T00:00:00Z,19411,19411,19411,19411
2009-07-13T00:00:00Z,19489,19489,19489,19489
2009-07-14T00:00:00Z,19558,19558,19558,19558
2009-07-15T00:00:00Z,19603,19603,19603,19603
2009-07-16T00:00:00Z,19674,19674,19674,19674
2009-07-17T00:00:00Z,19721,19721,19721,19721
2009-07-18T00:00:00Z,19725,19725,19725,19725
2009-07-19T00:00:00Z,19795,19795,19795,19795
2009-07-20T00:00:00Z,19865,19865,19865,19865
2009-07-21T00:00:00Z,19947,19947,19947,19947
2009-07-22T00:00:00Z,20007,20007,20007,20007
2009-07-23T00:00:00Z,20083,20083,20083,20083
2009-07-24T00:00:00Z,20156,20156,20156,20156
2009-07-25T00:00:00Z,20188,20188,20188,20188
2009-07-26T00:00:00Z,20209,20209,20209,20209
2009-07-27T00:00:00Z,20283,20283,20283,20283
2009-07-28T00:00:00Z,20324,20324,20324,20324
2009-07-29T00:00:00Z,20343,20343,20343,20343
2009-07-30T00:00:00Z,20358,20358,20358,20358
2009-07-31T00:00:00Z,20375,20375,20375,20375
2009-08-01T00:00:00Z,20403,20403,20403,20403
2009-08-02T00:00:00Z,20426,20426,20426,20426
2009-08-03T00:00:00Z,20438,20438,20438,20438
2009-08-04T00:00:00Z,20519,20519,20519,20519
2009-08-05T00:00:00Z,20606,20606,20606,20606
2009-08-06T00:00:00Z,20696,20696,20696,20696
2009-08-07T00:00:00Z,20776,20776,20776,20776
2009-08-08T00:00:00Z,20856,20856,20856,20856
2009-08-09T00:00:00Z,20957,20957,20957,20957
2009-08-10T00:00:00Z,21032,21032,21032,21032
2009-08-11T00:00:00Z,21102,21102,21102,21102
2009-08-12T00:00:00Z,21165,21165,21165,21165
2009-08-13T00:00:00Z,21250,21250,21250,21250
2009-08-14T00:00:00Z,21313,21313,21313,21313
2009-08-15T00:00:00Z,21339,21339,21339,21339
2009-08-16T00:00:00Z,21358,21358,21358,21358
2009-08-17T00:00:00Z,21375,21375,21375,21375
2009-08-18T00:00:00Z,21385,21385,21385,21385
2009-08-19T00:00:00Z,21403,21403,21403,21403
2009-08-20T00:00:00Z,21425,21425,21425,21425
2009-08-21T00:00:00Z,21439,21439,21439,21439
2009-08-22T00:00:00Z,21446,21446,21446,21446
2009-08-23T00:00:00Z,21461,21461,21461,21461
2009-08-24T00:00:00Z,21476,21476,21476,21476
2009-08-25T00:00:00Z,21526,21526,21526,21526
2009-08-26T00:00:00Z,21574,21574,21574,21574
2009-08-27T00:00:00Z,21603,21603,21603,21603
2009-08-28T00:00:00Z,21678,21678,21678,21678
2009-08-29T00:00:00Z,21756,21756,21756,21756
2009-08-30T00:00:00Z,21853,21853,21853,21853
2009-08-31T00:00:00Z,21939,21939,21939,21939
2009-09-01T00:00:00Z,22017,22017,22017,22017
2009-09-02T00:00:00Z,22083,22083,22083,22083
2009-09-03T00:00:00Z,22144,22144,22144,22144
2009-09-04T00:00:00Z,22208,22208,22208,22208
2009-09-05T00:00:00Z,22284,22284,22284,22284
2009-09-06T00:00:00Z,22352,22352,22352,22352
2009-09-07T00:00:00Z,22430,22430,22430,22430
2009-09-08T00:00:00Z,22499,22499,22499,22499
2009-09-09T00:00:00Z,22553,22553,22553,22553
2009-09-10T00:00:00Z,22620,22620,22620,22620
2009-09-11T00:00:00Z,22687,22687,22687,22687
2009-09-12T00:00:00Z,22756,22756,22756,22756
2009-09-13T00:00:00Z,22831,22831,22831,22831
2009-09-14T00:00:00Z,22905,22905,22905,22905
2009-09-15T00:00:00Z,22949,22949,22949,22949
2009-09-16T00:00:00Z,23021,23021,23021,23021
2009-09-17T00:00:00Z,23105,23105,23105,23105
2009-09-18T00:00:00Z,23183,23183,23183,23183
2009-09-19T00:00:00Z,23257,23257,23257,23257
2009-09-20T00:00:00Z,23335,23335,23335,23335
2009-09-21T00:00:00Z,23404,23404,23404,23404
2009-09-22T00:00:00Z,23429,23429,23429,23429
2009-09-23T00:00:00Z,23465,23465,23465,23465
2009-09-24T00:00:00Z,23562,23562,23562,23562
2009-09-25T00:00:00Z,23653,23653,23653,23653
2009-09-26T00:00:00Z,23753,23753,23753,23753
2009-09-27T00:00:00Z,23840,23840,23840,23840
2009-09-28T00:00:00Z,23925,23925,23925,23925
2009-09-29T00:00:00Z,24013,24013,24013,24013
2009-09-30T00:00:00Z,24098,24098,24098,24098
2009-10-01T00:00:00Z,24180,24180,24180,24180
2009-10-02T00:00:00Z,24252,24252,24252,24252
2009-10-03T00:00:00Z,24310,24310,24310,24310
2009-10-04T00:00:00Z,24363,24363,24363,24363
2009-10-05T00:00:00Z,24418,24418,24418,24418
2009-10-06T00:00:00Z,24461,24461,24461,24461
2009-10-07T00:00:00Z,24521,24521,24521,24521
2009-10-08T00:00:00Z,24591,24591,24591,24591
2009-10-09T00:00:00Z,24671,24671,24671,24671
2009-10-10T00:00:00Z,24747,24747,24747,24747
2009-10-11T00:00:00Z,24821,24821,24821,24821
2009-10-12T00:00:00Z,24879,24879,24879,24879
2009-10-13T00:00:00Z,24936,24936,24936,24936
2009-10-14T00:00:00Z,25005,25005,25005,25005
2009-10-15T00:00:00Z,25076,25076,25076,25076
2009-10-16T00:00:00Z,25136,25136,25136,25136
2009-10-17T00:00:00Z,25193,25193,25193,25193
2009-10-18T00:00:00Z,25267,25267,25267,25267
2009-10-19T00:00:00Z,25379,25379,25379,25379
2009-10-20T00:00:00Z,25474,25474,25474,25474
2009-10-21T00:00:00Z,25554,25554,25554,25554
2009-10-22T00:00:00Z,25644,25644,25644,25644
2009-10-23T00:00:00Z,25733,25733,25733,25733
2009-10-24T00:00:00Z,25795,25795,25795,25795
2009-10-25T00:00:00Z,25871,25871,25871,25871
2009-10-26T00:00:00Z,25942,25942,25942,25942
2009-10-27T00:00:00Z,26006,26006,26006,26006
2009-10-28T00:00:00Z,26072,26072,26072,26072
2009-10-29T00:00:00Z,26118,26118,26118,26118
2009-10-30T00:00:00Z,26178,26178,26178,26178
2009-10-31T00:00:00Z,26224,26224,26224,26224
2009-11-01T00:00:00Z,26249,26249,26249,26249
2009-11-02T00:00:00Z,26282,26282,26282,26282
2009-11-03T00:00:00Z,26344,26344,26344,26344
2009-11-04T00:00:00Z,26407,26407,26407,26407
2009-11-05T00:00:00Z,26464,26464,26464,26464
2009-11-06T00:00:00Z,26526,26526,26526,26526
2009-11-07T00:00:00Z,26595,26595,26595,26595
2009-11-08T00:00:00Z,26668,26668,26668,26668
2009-11-09T00:00:00Z,26732,26732,26732,26732
2009-11-10T00:00:00Z,26810,26810,26810,26810
2009-11-11T00:00:00Z,26874,26874,26874,26874
2009-11-12T00:00:00Z,26940,26940,26940,26940
2009-11-13T00:00:00Z,27020,27020,27020,27020
2009-11-14T00:00:00Z,27099,27099,27099,27099
2009-11-15T00:00:00Z,27195,27195,27195,27195
2009-11-16T00:00:00Z,27292,27292,27292,27292
2009-11-17T00:00:00Z,27384,27384,27384,27384
2009-11-18T00:00:00Z,27463,27463,27463,27463
2009-11-19T00:00:00Z,27533,27533,27533,27533
2009-11-20T00:00:00Z,27619,27619,27619,27619
2009-11-21T00:00:00Z,27692,27692,27692,27692
2009-11-22T00:00:00Z,27798,27798,27798,27798
2009-11-23T00:00:00Z,27894,27894,27894,27894
2009-11-24T00:00:00Z,27987,27987,27987,27987
2009-11-25T00:00:00Z,28077,28077,28077,28077
2009-11-26T00:00:00Z,28161,28161,28161,28161
2009-11-27T00:00:00Z,28235,28235,28235,28235
2009-11-28T00:00:00Z,28306,28306,28306,28306
2009-11-29T00:00:00Z,28366,28366,28366,28366
2009-11-30T00:00:00Z,28441,28441,28441,28441
2009-12-01T00:00:00Z,28514,28514,28514,28514
2009-12-02T00:00:00Z,28608,28608,28608,28608
2009-12-03T00:00:00Z,28696,28696,28696,28696
2009-12-04T00:00:00Z,28732,28732,28732,28732
2009-12-05T00:00:00Z,28796,28796,28796,28796
2009-12-06T00:00:00Z,28899,28899,28899,28899
2009-12-07T00:00:00Z,29011,29011,29011,29011
2009-12-08T00:00:00Z,29116,29116,29116,29116
2009-12-09T00:00:00Z,29212,29212,29212,29212
2009-12-10T00:00:00Z,29316,29316,29316,29316
2009-12-11T00:00:00Z,29428,29428,29428,29428
2009-12-12T00:00:00Z,29538,29538,29538,29538
2009-12-13T00:00:00Z,29652,29652,29652,29652
2009-12-14T00:00:00Z,29754,29754,29754,29754
2009-12-15T00:00:00Z,29864,29864,29864,29864
2009-12-16T00:00:00Z,30000,30000,30000,30000
2009-12-17T00:00:00Z,30169,30169,30169,30169
2009-12-18T00:00:00Z,30394,30394,30394,30394
2009-12-19T00:00:00Z,30592,30592,30592,30592
2009-12-20T00:00:00Z,30767,30767,30767,30767
2009-12-21T00:00:00Z,30942,30942,30942,30942
2009-12-22T00:00:00Z,31104,31104,31104,31104
2009-12-23T00:00:00Z,31258,31258,31258,31258
2009-12-24T00:00:00Z,31412,31412,31412,31412
2009-12-25T00:00:00Z,31561,31561,31561,31561
2009-12-26T00:00:00Z,31735,31735,31735,31735
2009-12-27T00:00:00Z,31902,31902,31902,31902
2009-12-28T00:00:00Z,32039,32039,32039,32039
2009-12-29T00:00:00Z,32210,32210,32210,32210
2009-12-30T00:00:00Z,32351,32351,32351,32351
2009-12-31T00:00:00Z,32489,32489,32489,32489
2010-01-01T00:00:00Z,32622,32622,32622,32622
2010-01-02T00:00:00Z,32747,32747,32747,32747
2010-01-03T00:00:00Z,32933,32933,32933,32933
2010-01-04T00:00:00Z,33114,33114,33114,33114
2010-01-05T00:00:00Z,33312,33312,33312,33312
2010-01-06T00:00:00Z,33475,33475,33475,33475
2010-01-07T00:00:00Z,33629,33629,33629,33629
2010-01-08T00:00:00Z,33782,33782,33782,33782
2010-01-09T00:00:00Z,33933,33933,33933,33933
2010-01-10T00:00:00Z,34123,34123,34123,34123
2010-01-11T00:00:00Z,34282,34282,34282,34282
2010-01-12T00:00:00Z,34441,34441,34441,34441
2010-01-13T00:00:00Z,34605,34605,34605,34605
2010-01-14T00:00:00Z,34748,34748,34748,34748
2010-01-15T00:00:00Z,34889,34889,34889,34889
2010-01-16T00:00:00Z,35014,35014,35014,35014
2010-01-17T00:00:00Z,35145,35145,35145,35145
2010-01-18T00:00:00Z,35270,35270,35270,35270
2010-01-19T00:00:00Z,35394,35394,35394,35394
2010-01-20T00:00:00Z,35552,35552,35552,35552
2010-01-21T00:00:00Z,35727,35727,35727,35727
2010-01-22T00:00:00Z,35860,35860,35860,35860
2010-01-23T00:00:00Z,36020,36020,36020,36020
2010-01-24T00:00:00Z,36174,36174,36174,36174
2010-01-25T00:00:00Z,36385,36385,36385,36385
2010-01-26T00:00:00Z,36580,36580,36580,36580
2010-01-27T00:00:00Z,36744,36744,36744,36744
2010-01-28T00:00:00Z,36921,36921,36921,36921
2010-01-29T00:00:00Z,37118,37118,37118,37118
2010-01-30T00:00:00Z,37328,37328,37328,37328
2010-01-31T00:00:00Z,37493,37493,37493,37493
2010-02-01T00:00:00Z,37677,37677,37677,37677
2010-02-02T00:00:00Z,37822,37822,37822,37822
2010-02-03T00:00:00Z,38092,38092,38092,38092
2010-02-04T00:00:00Z,38321,38321,38321,38321
2010-02-05T00:00:00Z,38544,38544,38544,38544
2010-02-06T00:00:00Z,38736,38736,38736,38736
2010-02-07T00:00:00Z,38953,38953,38953,38953
2010-02-08T00:00:00Z,39153,39153,39153,39153
2010-02-09T00:00:00Z,39360,39360,39360,39360
2010-02-10T00:00:00Z,39528,39528,39528,39528
2010-02-11T00:00:00Z,39697,39697,39697,39697
2010-02-12T00:00:00Z,39880,39880,39880,39880
2010-02-13T00:00:00Z,40112,40112,40112,40112
2010-02-14T00:00:00Z,40320,40320,40320,40320
2010-02-15T00:00:00Z,40496,40496,40496,40496
2010-02-16T00:00:00Z,40691,40691,40691,40691
2010-02-17T00:00:00Z,40930,40930,40930,40930
2010-02-18T00:00:00Z,41138,41138,41138,41138
2010-02-19T00:00:00Z,41330,41330,41330,41330
2010-02-20T00:00:00Z,41538,41538,41538,41538
2010-02-21T00:00:00Z,41761,41761,41761,41761
2010-02-22T00:00:00Z,42021,42021,42021,42021
2010-02-23T00:00:00Z,42271,42271,42271,42271
2010-02-24T00:00:00Z,42442,42442,42442,42442
2010-02-25T00:00:00Z,42596,42596,42596,42596
2010-02-26T00:00:00Z,42768,42768,42768,42768
2010-02-27T00:00:00Z,42940,42940,42940,42940
2010-02-28T00:00:00Z,43096,43096,43096,43096
2010-03-01T00:00:00Z,43291,43291,43291,43291
2010-03-02T00:00:00Z,43479,43479,43479,43479
2010-03-03T00:00:00Z,43631,43631,43631,43631
2010-03-04T00:00:00Z,43816,43816,43816,43816
2010-03-05T00:00:00Z,43987,43987,43987,43987
2010-03-06T00:00:00Z,44164,44164,44164,44164
2010-03-07T00:00:00Z,44343,44343,44343,44343
2010-03-08T00:00:00Z,44468,44468,44468,44468
2010-03-09T00:00:00Z,44614,44614,44614,44614
2010-03-10T00:00:00Z,44776,44776,44776,44776
2010-03-11T00:00:00Z,44909,44909,44909,44909
2010-03-12T00:00:00Z,45030,45030,45030,45030
2010-03-13T00:00:00Z,45183,45183,45183,45183
2010-03-14T00:00:00Z,45308,45308,45308,45308
2010-03-15T00:00:00Z,45443,45443,45443,45443
2010-03-16T00:00:00Z,45569,45569,45569,45569
2010-03-17T00:00:00Z,45705,45705,45705,45705
2010-03-18T00:00:00Z,45845,45845,45845,45845
2010-03-19T00:00:00Z,45998,45998,45998,45998
2010-03-20T00:00:00Z,46190,46190,46190,46190
2010-03-21T00:00:00Z,46373,46373,46373,46373
2010-03-22T00:00:00Z,46552,46552,46552,46552
2010-03-23T00:00:00Z,46759,46759,46759,46759
2010-03-24T00:00:00Z,46930,46930,46930,46930
2010-03-25T00:00:00Z,47117,47117,47117,47117
2010-03-26T00:00:00Z,47314,47314,47314,47314
2010-03-27T00:00:00Z,47492,47492,47492,47492
2010-03-28T00:00:00Z,47678,47678,47678,47678
2010-03-29T00:00:00Z,47873,47873,47873,47873
2010-03-30T00:00:00Z,48088,48088,48088,48088
2010-03-31T00:00:00Z,48297,48297,48297,48297
2010-04-01T00:00:00Z,48465,48465,48465,48465
2010-04-02T00:00:00Z,48621,48621,48621,48621
2010-04-03T00:00:00Z,48782,48782,48782,48782
2010-04-04T00:00:00Z,48953,48953,48953,48953
2010-04-05T00:00:00Z,49106,49106,49106,49106
2010-04-06T00:00:00Z,49265,49265,49265,49265
2010-04-07T00:00:00Z,49458,49458,49458,49458
2010-04-08T00:00:00Z,49641,49641,49641,49641
2010-04-09T00:00:00Z,49830,49830,49830,49830
2010-04-10T00:00:00Z,50090,50090,50090,50090
2010-04-11T00:00:00Z,50313,50313,50313,50313
2010-04-12T00:00:00Z,50516,50516,50516,50516
2010-04-13T00:00:00Z,50705,50705,50705,50705
2010-04-14T00:00:00Z,50885,50885,50885,50885
2010-04-15T00:00:00Z,51101,51101,51101,51101
2010-04-16T00:00:00Z,51303,51303,51303,51303
2010-04-17T00:00:00Z,51524,51524,51524,51524
2010-04-18T00:00:00Z,51769,51769,51769,51769
2010-04-19T00:00:00Z,52001,52001,52001,52001
2010-04-20T00:00:00Z,52206,52206,52206,52206
2010-04-21T00:00:00Z,52425,52425,52425,52425
2010-04-22T00:00:00Z,52584,52584,52584,52584
2010-04-23T00:00:00Z,52734,52734,52734,52734
2010-04-24T00:00:00Z,52902,52902,52902,52902
2010-04-25T00:00:00Z,53060,53060,53060,53060
2010-04-26T00:00:00Z,53224,53224,53224,53224
2010-04-27T00:00:00Z,53404,53404,53404,53404
2010-04-28T00:00:00Z,53584,53584,53584,53584
2010-04-29T00:00:00Z,53731,53731,53731,53731
2010-04-30T00:00:00Z,53875,53875,53875,53875
2010-05-01T00:00:00Z,54058,54058,54058,54058
2010-05-02T00:00:00Z,54213,54213,54213,54213
2010-05-03T00:00:00Z,54372,54372,54372,54372
2010-05-04T00:00:00Z,54508,54508,54508,54508
2010-05-05T00:00:00Z,54645,54645,54645,54645
2010-05-06T00:00:00Z,54794,54794,54794,54794
2010-05-07T00:00:00Z,54926,54926,54926,54926
2010-05-08T00:00:00Z,55080,55080,55080,55080
2010-05-09T00:00:00Z,55223,55223,55223,55223
2010-05-10T00:00:00Z,55351,55351,55351,55351
2010-05-11T00:00:00Z,55462,55462,55462,55462
2010-05-12T00:00:00Z,55589,55589,55589,55589
2010-05-13T00:00:00Z,55717,55717,55717,55717
2010-05-14T00:00:00Z,55840,55840,55840,55840
2010-05-15T00:00:00Z,55931,55931,55931,55931
2010-05-16T00:00:00Z,56044,56044,56044,56044
2010-05-17T00:00:00Z,56187,56187,56187,56187
2010-05-18T00:00:00Z,56355,56355,56355,56355
2010-05-19T00:00:00Z,56519,56519,56519,56519
2010-05-20T00:00:00Z,56722,56722,56722,56722
2010-05-21T00:00:00Z,56898,56898,56898,56898
2010-05-22T00:00:00Z,57093,57093,57093,57093
2010-05-23T00:00:00Z,57304,57304,57304,57304
2010-05-24T00:00:00Z,57492,57492,57492,57492
2010-05-25T00:00:00Z,57702,57702,57702,57702
2010-05-26T00:00:00Z,57925,57925,57925,57925
2010-05-27T00:00:00Z,58117,58117,58117,58117
2010-05-28T00:00:00Z,58340,58340,58340,58340
2010-05-29T00:00:00Z,58524,58524,58524,58524
2010-05-30T00:00:00Z,58673,58673,58673,58673
2010-05-31T00:00:00Z,58815,58815,58815,58815
2010-06-01T00:00:00Z,58950,58950,58950,58950
2010-06-02T00:00:00Z,59097,59097,59097,59097
2010-06-03T00:00:00Z,59249,59249,59249,59249
2010-06-04T00:00:00Z,59374,59374,59374,59374
2010-06-05T00:00:00Z,59519,59519,59519,59519
2010-06-06T00:00:00Z,59667,59667,59667,59667
2010-06-07T00:00:00Z,59824,59824,59824,59824
2010-06-08T00:00:00Z,59984,59984,59984,59984
2010-06-09T00:00:00Z,60152,60152,60152,60152
2010-06-10T00:00:00Z,60312,60312,60312,60312
2010-06-11T00:00:00Z,60480,60480,60480,60480
